n,h,d,g,t,h_prob,cpu_time_poly,wall_time_poly,cpu_time_ddsim,wall_time_ddsim,cpu_time_aer,wall_time_aer
23,12,50,296,35,0.05,0.96,0.9576,-1,-1,15.62,0.087348
23,13,38,214,36,0.05,-1,-1,-1,-1,10.74,0.060257
23,14,33,263,37,0.05,-1,-1,-1,-1,14.65,0.081478
23,15,59,365,38,0.05,-1,-1,-1,-1,13.63,0.077025
23,16,48,308,39,0.05,-1,-1,-1,-1,23.71,0.129758
23,17,48,327,40,0.05,-1,-1,-1,-1,20.24,0.111081
23,18,55,387,41,0.05,-1,-1,-1,-1,27.78,0.151221
23,19,47,335,42,0.05,-1,-1,-1,-1,20.94,0.116136
23,20,37,229,43,0.05,-1,-1,-1,-1,11.19,0.062389
23,21,70,442,44,0.05,-1,-1,-1,-1,30.18,0.164698
23,22,82,522,45,0.05,-1,-1,-1,-1,70.06,0.378252
23,23,50,312,46,0.05,-1,-1,-1,-1,22.16,0.121999
23,24,74,505,47,0.05,-1,-1,-1,-1,36.96,0.20102
23,25,55,340,48,0.05,-1,-1,-1,-1,18.28,0.100943
23,26,74,521,49,0.05,-1,-1,-1,-1,29.51,0.162796
23,27,66,448,50,0.05,-1,-1,-1,-1,38.99,0.2116
23,28,89,513,51,0.05,-1,-1,-1,-1,33.72,0.184495
23,29,65,493,52,0.05,-1,-1,-1,-1,27.93,0.154077
23,30,61,454,53,0.05,-1,-1,-1,-1,30.99,0.169466
23,31,74,557,54,0.05,-1,-1,-1,-1,34.04,0.186974
23,32,70,494,55,0.05,-1,-1,-1,-1,34.88,0.193983
23,33,86,623,56,0.05,-1,-1,-1,-1,36.6,0.201705
23,34,96,664,57,0.05,-1,-1,-1,-1,37.19,0.205142
23,35,83,626,58,0.05,-1,-1,-1,-1,56.57,0.306606
23,36,97,733,59,0.05,-1,-1,-1,-1,34.36,0.190048
23,37,99,743,60,0.05,-1,-1,-1,-1,62.75,0.339854
23,38,117,834,61,0.05,-1,-1,-1,-1,49.34,0.271001
23,39,110,786,62,0.05,-1,-1,-1,-1,48.1,0.263389
23,40,132,935,63,0.05,-1,-1,-1,-1,52.99,0.290229
23,41,131,848,64,0.05,-1,-1,-1,-1,45.93,0.25198
23,42,106,701,65,0.05,-1,-1,-1,-1,110.63,0.592223
23,43,152,1032,66,0.05,-1,-1,-1,-1,71.36,0.387665
23,44,109,777,67,0.05,-1,-1,-1,-1,74.74,0.403712
23,45,110,763,68,0.05,-1,-1,-1,-1,44.61,0.244668
23,46,105,766,69,0.05,-1,-1,-1,-1,49.12,0.269134
23,47,124,889,70,0.05,-1,-1,-1,-1,47.18,0.259826
23,48,162,1175,71,0.05,-1,-1,-1,-1,60.31,0.331309
23,49,115,817,72,0.05,-1,-1,-1,-1,91.19,0.491744
23,50,100,816,73,0.05,-1,-1,-1,-1,55.78,0.303872
23,51,149,1104,74,0.05,-1,-1,-1,-1,56.91,0.313244
23,52,145,1078,75,0.05,-1,-1,-1,-1,70.23,0.382824
23,53,101,667,76,0.05,-1,-1,-1,-1,47.14,0.257532
23,54,137,1037,77,0.05,-1,-1,-1,-1,65.12,0.356079
23,55,179,1113,78,0.05,-1,-1,-1,-1,55.65,0.307825
23,56,144,979,79,0.05,-1,-1,-1,-1,78.49,0.424417
23,57,160,1174,80,0.05,-1,-1,-1,-1,64.38,0.352565
23,58,180,1305,81,0.05,-1,-1,-1,-1,67.24,0.370632
23,59,170,1128,82,0.05,-1,-1,-1,-1,76.01,0.413836
23,60,179,1154,83,0.05,-1,-1,-1,-1,66.6,0.364356
23,61,160,1110,84,0.05,-1,-1,-1,-1,67.97,0.370893
23,62,168,1197,85,0.05,-1,-1,-1,-1,62.23,0.342474
23,63,160,1245,86,0.05,-1,-1,-1,-1,63.38,0.348492
23,64,174,1188,87,0.05,-1,-1,-1,-1,68.81,0.377348
23,65,192,1333,88,0.05,-1,-1,-1,-1,83.59,0.455783
23,66,201,1355,89,0.05,-1,-1,-1,-1,67.57,0.37226
23,67,214,1506,90,0.05,-1,-1,-1,-1,105.22,0.570928
23,68,211,1498,91,0.05,-1,-1,-1,-1,92.65,0.505442
23,69,203,1477,92,0.05,-1,-1,-1,-1,82.08,0.449406
23,70,248,1650,93,0.05,-1,-1,-1,-1,119.04,0.648295
23,71,174,1194,94,0.05,-1,-1,-1,-1,74.59,0.407678
23,72,215,1513,95,0.05,-1,-1,-1,-1,105.83,0.574869
23,73,189,1330,96,0.05,-1,-1,-1,-1,72.28,0.397651
23,74,200,1437,97,0.05,-1,-1,-1,-1,84.73,0.463295
23,75,199,1272,98,0.05,-1,-1,-1,-1,80.72,0.440945
23,76,230,1791,99,0.05,-1,-1,-1,-1,97.16,0.532461
23,77,261,1775,100,0.05,-1,-1,-1,-1,90.13,0.495754
23,78,217,1530,101,0.05,-1,-1,-1,-1,81.58,0.447857
23,79,191,1496,102,0.05,-1,-1,-1,-1,77.34,0.424542
23,80,250,1697,103,0.05,-1,-1,-1,-1,95.24,0.521991
23,81,196,1356,104,0.05,-1,-1,-1,-1,74.47,0.408861
23,82,247,1683,105,0.05,-1,-1,-1,-1,103.02,0.563467
23,83,216,1585,106,0.05,-1,-1,-1,-1,97.12,0.530283
23,84,271,1818,107,0.05,-1,-1,-1,-1,94.96,0.521107
23,85,239,1661,108,0.05,-1,-1,-1,-1,118.11,0.640911
23,86,237,1741,109,0.05,-1,-1,-1,-1,87.13,0.479439
23,87,239,1731,110,0.05,-1,-1,-1,-1,128.25,0.69643
23,88,263,1879,111,0.05,-1,-1,-1,-1,133.35,0.726767
23,89,258,1965,112,0.05,-1,-1,-1,-1,102.83,0.563979
23,90,275,1903,113,0.05,-1,-1,-1,-1,111.97,0.612103
23,91,250,1846,114,0.05,-1,-1,-1,-1,104.8,0.574215
23,92,258,1904,115,0.05,-1,-1,-1,-1,111.87,0.611658
23,93,265,1760,116,0.05,-1,-1,-1,-1,97.79,0.53541
23,94,281,1971,117,0.05,-1,-1,-1,-1,128.95,0.704163
23,95,275,1871,118,0.05,-1,-1,-1,-1,123.66,0.673598
23,96,277,1862,119,0.05,-1,-1,-1,-1,100.94,0.553618
23,97,265,1955,120,0.05,-1,-1,-1,-1,134.89,0.733577
23,98,263,1824,121,0.05,-1,-1,-1,-1,112.52,0.613952
23,99,280,1951,122,0.05,-1,-1,-1,-1,106.63,0.584129
24,1,13,89,25,0.05,0.05,0.048253,-1,-1,11.66,0.064046
24,2,6,35,26,0.05,0.04,0.047491,-1,-1,5.57,0.03107
24,3,8,41,27,0.05,0.05,0.047561,-1,-1,10.62,0.05784
24,4,10,73,28,0.05,0.05,0.048174,-1,-1,5.91,0.034416
24,5,16,127,29,0.05,0.05,0.051219,-1,-1,11.99,0.065759
24,6,11,63,30,0.05,0.05,0.050675,-1,-1,15.4,0.083892
24,7,16,99,31,0.05,0.05,0.057058,-1,-1,13.6,0.074355
24,8,18,107,32,0.05,0.07,0.070481,-1,-1,13.51,0.074471
24,9,44,315,33,0.05,0.17,0.176729,-1,-1,36.48,0.197103
24,10,25,161,34,0.05,0.18,0.183172,-1,-1,16.05,0.087908
24,11,29,214,35,0.05,0.4,0.397774,-1,-1,57.26,0.306885
24,12,47,365,36,0.05,-1,-1,-1,-1,109.08,0.579879
24,13,23,200,37,0.05,-1,-1,-1,-1,43.15,0.231489
24,14,43,331,38,0.05,-1,-1,-1,-1,39.14,0.210495
24,15,63,396,39,0.05,-1,-1,-1,-1,60.6,0.324134
24,16,69,503,40,0.05,-1,-1,-1,-1,55.95,0.301318
24,17,34,273,41,0.05,-1,-1,-1,-1,37.34,0.200534
24,18,32,216,42,0.05,-1,-1,-1,-1,33.05,0.177583
24,19,26,200,43,0.05,-1,-1,-1,-1,23.53,0.127808
24,20,56,399,44,0.05,-1,-1,-1,-1,48.06,0.25815
24,21,47,318,45,0.05,-1,-1,-1,-1,53.01,0.283241
24,22,74,527,46,0.05,-1,-1,-1,-1,84.7,0.451581
24,23,61,432,47,0.05,-1,-1,-1,-1,68.76,0.367643
24,24,95,580,48,0.05,-1,-1,-1,-1,71.55,0.383612
24,25,69,459,49,0.05,-1,-1,-1,-1,76.43,0.40841
24,26,55,408,50,0.05,-1,-1,-1,-1,88.7,0.472721
24,27,58,500,51,0.05,-1,-1,-1,-1,70.76,0.378324
24,28,76,583,52,0.05,-1,-1,-1,-1,74.08,0.397752
24,29,99,708,53,0.05,-1,-1,-1,-1,81.13,0.435234
24,30,68,510,54,0.05,-1,-1,-1,-1,63.66,0.341225
24,31,70,468,55,0.05,-1,-1,-1,-1,69.47,0.371842
24,32,69,516,56,0.05,-1,-1,-1,-1,73.6,0.394352
24,33,84,580,57,0.05,-1,-1,-1,-1,72.01,0.385219
24,34,103,782,58,0.05,-1,-1,-1,-1,114.86,0.61665
24,35,85,580,59,0.05,-1,-1,-1,-1,66.17,0.355376
24,36,94,688,60,0.05,-1,-1,-1,-1,103.88,0.554859
24,37,113,782,61,0.05,-1,-1,-1,-1,85.63,0.459216
24,38,129,946,62,0.05,-1,-1,-1,-1,114.06,0.611462
24,39,106,764,63,0.05,-1,-1,-1,-1,102.22,0.546089
24,40,126,825,64,0.05,-1,-1,-1,-1,138.89,0.740305
24,41,80,641,65,0.05,-1,-1,-1,-1,75.49,0.404195
24,42,94,695,66,0.05,-1,-1,-1,-1,85.43,0.458182
24,43,105,736,67,0.05,-1,-1,-1,-1,122.14,0.650613
24,44,127,1012,68,0.05,-1,-1,-1,-1,110.05,0.589392
24,45,118,845,69,0.05,-1,-1,-1,-1,115.55,0.617802
24,46,129,899,70,0.05,-1,-1,-1,-1,103.66,0.555701
24,47,135,1035,71,0.05,-1,-1,-1,-1,111.92,0.600256
24,48,155,1122,72,0.05,-1,-1,-1,-1,161.57,0.861453
24,49,162,1110,73,0.05,-1,-1,-1,-1,136.75,0.731587
24,50,128,991,74,0.05,-1,-1,-1,-1,136.61,0.728791
24,51,131,990,75,0.05,-1,-1,-1,-1,144.64,0.772323
24,52,132,987,76,0.05,-1,-1,-1,-1,120.9,0.647233
24,53,105,810,77,0.05,-1,-1,-1,-1,118.95,0.634809
24,54,140,1130,78,0.05,-1,-1,-1,-1,154.8,0.830189
24,55,192,1346,79,0.05,-1,-1,-1,-1,-1,-1
25,1,3,17,26,0.05,0.09,0.092386,-1,-1,-1,-1
25,2,1,2,27,0.05,0.1,0.091529,-1,-1,-1,-1
25,3,9,49,28,0.05,0.09,0.092064,-1,-1,-1,-1
25,4,24,163,29,0.05,0.1,0.092913,-1,-1,-1,-1
25,5,18,144,30,0.05,0.09,0.093919,-1,-1,-1,-1
25,6,15,114,31,0.05,0.09,0.097266,-1,-1,-1,-1
25,7,20,146,32,0.05,0.11,0.104867,-1,-1,-1,-1
25,8,28,204,33,0.05,0.13,0.131046,-1,-1,-1,-1
25,9,26,195,34,0.05,0.17,0.167544,-1,-1,-1,-1
25,10,40,306,35,0.05,0.33,0.328816,-1,-1,-1,-1
25,11,24,182,36,0.05,0.38,0.378809,-1,-1,-1,-1
25,12,36,232,37,0.05,0.83,0.82447,-1,-1,-1,-1
25,13,38,311,38,0.05,-1,-1,-1,-1,-1,-1
26,1,2,11,27,0.05,0.18,0.178384,-1,-1,-1,-1
26,2,17,119,28,0.05,0.18,0.179725,-1,-1,-1,-1
26,3,8,61,29,0.05,0.18,0.178999,-1,-1,-1,-1
26,4,15,114,30,0.05,0.18,0.180173,-1,-1,-1,-1
26,5,7,37,31,0.05,0.18,0.179613,-1,-1,-1,-1
26,6,31,226,32,0.05,0.2,0.191179,-1,-1,-1,-1
26,7,23,160,33,0.05,0.19,0.19528,-1,-1,-1,-1
26,8,19,145,34,0.05,0.21,0.212259,-1,-1,-1,-1
26,9,25,195,35,0.05,0.26,0.25735,-1,-1,-1,-1
26,10,28,247,36,0.05,0.38,0.375117,-1,-1,-1,-1
26,11,20,165,37,0.05,0.45,0.441977,-1,-1,-1,-1
26,12,38,301,38,0.05,-1,-1,-1,-1,-1,-1
27,1,3,12,28,0.05,0.36,0.355337,-1,-1,-1,-1
27,2,6,46,29,0.05,0.35,0.356263,-1,-1,-1,-1
27,3,9,70,30,0.05,0.36,0.355871,-1,-1,-1,-1
27,4,11,70,31,0.05,0.36,0.355858,-1,-1,-1,-1
27,5,23,140,32,0.05,0.35,0.360601,-1,-1,-1,-1
27,6,19,152,33,0.05,0.35,0.362149,-1,-1,-1,-1
27,7,7,72,34,0.05,0.36,0.363204,-1,-1,-1,-1
27,8,26,236,35,0.05,0.4,0.405817,-1,-1,-1,-1
27,9,35,268,36,0.05,0.46,0.462939,-1,-1,-1,-1
27,10,36,249,37,0.05,0.55,0.549977,-1,-1,-1,-1
27,11,42,273,38,0.05,0.78,0.781054,-1,-1,-1,-1
27,12,29,206,39,0.05,-1,-1,-1,-1,-1,-1
28,1,2,9,29,0.05,0.7,0.705088,-1,-1,-1,-1
28,2,10,71,30,0.05,0.71,0.704143,-1,-1,-1,-1
28,3,10,67,31,0.05,0.7,0.711801,-1,-1,-1,-1
28,4,15,106,32,0.05,0.71,0.70753,-1,-1,-1,-1
28,5,9,53,33,0.05,0.7,0.705006,-1,-1,-1,-1
28,6,13,112,34,0.05,0.71,0.707866,-1,-1,-1,-1
28,7,34,162,35,0.05,0.71,0.720397,-1,-1,-1,-1
28,8,10,100,36,0.05,0.73,0.721924,-1,-1,-1,-1
28,9,25,180,37,0.05,0.77,0.775152,-1,-1,-1,-1
28,10,24,186,38,0.05,0.84,0.830697,-1,-1,-1,-1
28,11,31,236,39,0.05,-1,-1,-1,-1,-1,-1
29,1,3,28,30,0.05,-1,-1,-1,-1,-1,-1
30,1,1,6,31,0.05,-1,-1,-1,-1,-1,-1
31,1,2,14,32,0.05,-1,-1,-1,-1,-1,-1
32,1,1,3,33,0.05,-1,-1,-1,-1,-1,-1
33,1,3,18,34,0.05,-1,-1,-1,-1,-1,-1
34,1,3,30,35,0.05,-1,-1,-1,-1,-1,-1
