n,h,d,g,t,h_prob,cpu_time_poly,wall_time_poly,cpu_time_ddsim,wall_time_ddsim,cpu_time_aer,wall_time_aer
3,1,8,10,4,0.05,0.0,0.000179,0.0,0.002051,0.0,0.001225
3,2,53,86,5,0.05,0.0,0.000593,0.0,0.001977,0.0,0.002319
3,3,50,82,6,0.05,0.0,0.000897,0.0,0.001884,0.0,0.002306
3,4,51,75,7,0.05,0.0,0.001433,0.0,0.001867,0.0,0.002294
3,5,136,205,8,0.05,0.01,0.007046,0.0,0.002481,0.0,0.00409
3,6,73,110,9,0.05,0.01,0.007483,0.0,0.001922,0.0,0.00278
3,7,95,126,10,0.05,0.01,0.016956,0.0,0.002647,0.01,0.002955
3,8,125,201,11,0.05,0.05,0.051935,0.01,0.002633,0.0,0.003587
3,9,47,78,12,0.05,0.04,0.041479,0.01,0.002093,0.0,0.002062
3,10,226,344,13,0.05,0.3,0.304294,0.0,0.002412,0.01,0.00455
3,11,152,236,14,0.05,0.34,0.346014,0.0,0.002466,0.01,0.002896
3,12,200,305,15,0.05,0.89,0.89465,0.0,0.002925,0.01,0.003933
3,13,152,239,16,0.05,-1,-1,0.0,0.003124,0.0,0.003328
3,14,191,299,17,0.05,-1,-1,0.0,0.002498,0.01,0.003733
3,15,215,332,18,0.05,-1,-1,0.01,0.00268,0.0,0.003988
3,16,190,291,19,0.05,-1,-1,0.0,0.002726,0.0,0.003803
3,17,269,412,20,0.05,-1,-1,0.0,0.003222,0.01,0.004674
3,18,283,420,21,0.05,-1,-1,0.0,0.00303,0.01,0.005628
3,19,298,441,22,0.05,-1,-1,0.0,0.003162,0.01,0.005257
3,20,391,621,23,0.05,-1,-1,0.0,0.003472,0.01,0.007008
3,21,279,420,24,0.05,-1,-1,0.0,0.002865,0.01,0.004965
3,22,240,375,25,0.05,-1,-1,0.0,0.002963,0.01,0.004331
3,23,212,341,26,0.05,-1,-1,0.01,0.00232,0.0,0.004139
3,24,266,409,27,0.05,-1,-1,0.01,0.003347,0.0,0.005199
3,25,211,325,28,0.05,-1,-1,0.01,0.003275,0.0,0.004713
3,26,391,632,29,0.05,-1,-1,0.0,0.00376,0.01,0.006885
3,27,312,498,30,0.05,-1,-1,0.01,0.003498,0.0,0.005673
3,28,269,431,31,0.05,-1,-1,0.01,0.002979,0.0,0.005092
3,29,275,423,32,0.05,-1,-1,0.01,0.003054,0.0,0.004801
3,30,268,425,33,0.05,-1,-1,0.0,0.003124,0.01,0.005304
3,31,365,576,34,0.05,-1,-1,0.0,0.003693,0.01,0.006298
3,32,526,804,35,0.05,-1,-1,0.01,0.00479,0.01,0.008609
3,33,398,612,36,0.05,-1,-1,0.01,0.004088,0.0,0.007091
3,34,338,537,37,0.05,-1,-1,0.0,0.003578,0.01,0.006263
3,35,376,596,38,0.05,-1,-1,0.0,0.004049,0.01,0.007202
3,36,485,737,39,0.05,-1,-1,0.0,0.004287,0.01,0.008183
3,37,495,772,40,0.05,-1,-1,0.0,0.004664,0.01,0.008644
3,38,487,730,41,0.05,-1,-1,0.01,0.00459,0.0,0.009076
3,39,619,956,42,0.05,-1,-1,0.01,0.004827,0.01,0.009946
3,40,726,1132,43,0.05,-1,-1,0.0,0.00512,0.01,0.011836
3,41,696,1058,44,0.05,-1,-1,0.01,0.005168,0.01,0.010893
3,42,510,791,45,0.05,-1,-1,0.0,0.004837,0.01,0.008517
3,43,426,657,46,0.05,-1,-1,0.0,0.004101,0.01,0.007341
3,44,526,818,47,0.05,-1,-1,0.01,0.004484,0.0,0.008897
3,45,491,777,48,0.05,-1,-1,0.0,0.004099,0.01,0.008134
3,46,591,903,49,0.05,-1,-1,0.01,0.005367,0.0,0.009551
3,47,592,937,50,0.05,-1,-1,0.01,0.004973,0.01,0.009889
3,48,597,865,51,0.05,-1,-1,0.01,0.005009,0.01,0.009218
3,49,770,1195,52,0.05,-1,-1,0.02,0.006111,0.01,0.012462
3,50,677,1064,53,0.05,-1,-1,0.0,0.005659,0.01,0.011268
3,51,656,1024,54,0.05,-1,-1,0.01,0.005669,0.01,0.010653
3,52,545,820,55,0.05,-1,-1,0.01,0.004713,0.01,0.009105
3,53,667,1036,56,0.05,-1,-1,0.01,0.005726,0.01,0.010962
3,54,763,1186,57,0.05,-1,-1,0.01,0.00598,0.01,0.012094
3,55,679,1028,58,0.05,-1,-1,0.01,0.005459,0.01,0.010807
3,56,691,1060,59,0.05,-1,-1,0.01,0.00581,0.01,0.011072
3,57,832,1272,60,0.05,-1,-1,0.01,0.006133,0.01,0.013513
3,58,670,1089,61,0.05,-1,-1,0.01,0.005308,0.01,0.011264
3,59,858,1314,62,0.05,-1,-1,0.0,0.006797,0.02,0.014016
3,60,831,1262,63,0.05,-1,-1,0.01,0.005713,0.01,0.01373
3,61,917,1413,64,0.05,-1,-1,0.01,0.00625,0.02,0.014417
3,62,858,1340,65,0.05,-1,-1,0.0,0.006359,0.02,0.013696
3,63,759,1196,66,0.05,-1,-1,0.0,0.00592,0.01,0.01235
3,64,747,1185,67,0.05,-1,-1,0.0,0.005783,0.01,0.012052
3,65,897,1412,68,0.05,-1,-1,0.01,0.006583,0.01,0.014525
3,66,803,1265,69,0.05,-1,-1,0.0,0.00601,0.01,0.013139
3,67,915,1449,70,0.05,-1,-1,0.0,0.00666,0.02,0.014434
3,68,633,1013,71,0.05,-1,-1,0.01,0.005202,0.01,0.010401
3,69,793,1188,72,0.05,-1,-1,0.01,0.005786,0.01,0.012619
3,70,937,1381,73,0.05,-1,-1,0.01,0.006497,0.01,0.014146
3,71,865,1378,74,0.05,-1,-1,0.0,0.006019,0.02,0.014349
3,72,969,1513,75,0.05,-1,-1,0.0,0.006988,0.02,0.015415
3,73,773,1180,76,0.05,-1,-1,0.01,0.005761,0.01,0.01228
3,74,1015,1546,77,0.05,-1,-1,0.01,0.007435,0.01,0.015354
3,75,846,1288,78,0.05,-1,-1,0.0,0.006131,0.01,0.01326
3,76,1096,1684,79,0.05,-1,-1,0.01,0.007493,0.01,0.01729
3,77,841,1322,80,0.05,-1,-1,0.01,0.006222,0.01,0.013512
3,78,948,1504,81,0.05,-1,-1,0.01,0.006843,0.01,0.015449
3,79,1086,1698,82,0.05,-1,-1,0.01,0.007586,0.01,0.017458
3,80,968,1514,83,0.05,-1,-1,0.01,0.00746,0.02,0.015293
3,81,1117,1698,84,0.05,-1,-1,0.01,0.007677,0.02,0.017076
3,82,1308,1977,85,0.05,-1,-1,0.01,0.008382,0.02,0.020174
3,83,961,1452,86,0.05,-1,-1,0.01,0.007645,0.02,0.014596
3,84,970,1513,87,0.05,-1,-1,0.01,0.008213,0.02,0.02012
3,85,1113,1686,88,0.05,-1,-1,0.0,0.007774,0.02,0.017153
3,86,1008,1538,89,0.05,-1,-1,0.01,0.007408,0.01,0.015311
3,87,1020,1567,90,0.05,-1,-1,0.0,0.007335,0.02,0.015667
3,88,1054,1612,91,0.05,-1,-1,0.01,0.007175,0.01,0.015979
3,89,1176,1748,92,0.05,-1,-1,0.01,0.008193,0.01,0.018038
3,90,1002,1515,93,0.05,-1,-1,0.01,0.007725,0.02,0.015267
3,91,1148,1791,94,0.05,-1,-1,0.01,0.008221,0.02,0.018028
3,92,1478,2384,95,0.05,-1,-1,0.01,0.00935,0.02,0.024118
3,93,1142,1803,96,0.05,-1,-1,0.01,0.007932,0.01,0.018319
3,94,952,1510,97,0.05,-1,-1,0.01,0.006988,0.02,0.015676
3,95,1023,1575,98,0.05,-1,-1,0.01,0.007601,0.01,0.015993
3,96,1384,2126,99,0.05,-1,-1,0.01,0.009666,0.02,0.021541
3,97,1138,1827,100,0.05,-1,-1,0.0,0.007948,0.02,0.018675
3,98,1329,2081,101,0.05,-1,-1,0.01,0.008848,0.02,0.021344
3,99,1296,2036,102,0.05,-1,-1,0.01,0.008815,0.02,0.020902
4,1,4,4,5,0.05,0.0,0.000126,0.0,0.001497,0.0,0.000967
4,2,40,72,6,0.05,0.0,0.000358,0.01,0.001939,0.0,0.001686
4,3,39,77,7,0.05,0.0,0.000609,0.0,0.001959,0.0,0.001741
4,4,27,69,8,0.05,0.01,0.000941,0.0,0.001936,0.0,0.001528
4,5,52,84,9,0.05,0.0,0.00211,0.0,0.001668,0.01,0.001762
4,6,86,154,10,0.05,0.01,0.007467,0.01,0.002589,0.0,0.002397
4,7,72,128,11,0.05,0.01,0.012136,0.01,0.002351,0.0,0.002471
4,8,66,124,12,0.05,0.02,0.023364,0.0,0.00228,0.01,0.002427
4,9,72,136,13,0.05,0.06,0.050697,0.0,0.001797,0.0,0.001943
4,10,123,222,14,0.05,0.16,0.163816,0.0,0.002487,0.0,0.003368
4,11,106,199,15,0.05,0.3,0.29499,0.0,0.002849,0.0,0.003004
4,12,87,166,16,0.05,0.49,0.495835,0.0,0.002562,0.01,0.002528
4,13,101,201,17,0.05,-1,-1,0.0,0.002949,0.01,0.00328
4,14,138,244,18,0.05,-1,-1,0.0,0.00236,0.0,0.003379
4,15,196,365,19,0.05,-1,-1,0.0,0.002999,0.01,0.004153
4,16,171,316,20,0.05,-1,-1,0.01,0.002899,0.0,0.004034
4,17,197,364,21,0.05,-1,-1,0.0,0.003012,0.0,0.004721
4,18,258,496,22,0.05,-1,-1,0.01,0.003394,0.0,0.005905
4,19,216,399,23,0.05,-1,-1,0.01,0.003385,0.0,0.004522
4,20,250,467,24,0.05,-1,-1,0.01,0.004232,0.0,0.005392
4,21,179,337,25,0.05,-1,-1,0.01,0.002859,0.0,0.004116
4,22,272,508,26,0.05,-1,-1,0.0,0.003252,0.01,0.006408
4,23,218,388,27,0.05,-1,-1,0.0,0.003534,0.01,0.004704
4,24,259,518,28,0.05,-1,-1,0.0,0.003593,0.01,0.006125
4,25,230,435,29,0.05,-1,-1,0.01,0.003386,0.0,0.004976
4,26,323,587,30,0.05,-1,-1,0.0,0.004589,0.01,0.006624
4,27,281,521,31,0.05,-1,-1,0.01,0.004023,0.0,0.006382
4,28,390,721,32,0.05,-1,-1,0.01,0.004665,0.0,0.007722
4,29,295,537,33,0.05,-1,-1,0.0,0.004231,0.01,0.006197
4,30,299,564,34,0.05,-1,-1,0.0,0.004003,0.01,0.006375
4,31,277,522,35,0.05,-1,-1,0.01,0.0039,0.0,0.005988
4,32,326,604,36,0.05,-1,-1,0.0,0.00456,0.01,0.00651
4,33,363,708,37,0.05,-1,-1,0.0,0.005062,0.01,0.007857
4,34,453,806,38,0.05,-1,-1,0.01,0.005623,0.0,0.0087
4,35,350,703,39,0.05,-1,-1,0.0,0.004849,0.01,0.008072
4,36,336,637,40,0.05,-1,-1,0.0,0.004598,0.01,0.006713
4,37,301,552,41,0.05,-1,-1,0.01,0.004548,0.0,0.00621
4,38,590,1101,42,0.05,-1,-1,0.0,0.00666,0.02,0.012408
4,39,439,821,43,0.05,-1,-1,0.0,0.004805,0.01,0.008961
4,40,567,1115,44,0.05,-1,-1,0.01,0.00701,0.01,0.01119
4,41,418,781,45,0.05,-1,-1,0.0,0.005037,0.01,0.008451
4,42,380,741,46,0.05,-1,-1,0.01,0.005157,0.01,0.007964
4,43,533,959,47,0.05,-1,-1,0.01,0.005902,0.01,0.010218
4,44,491,905,48,0.05,-1,-1,0.01,0.005868,0.01,0.009359
4,45,423,807,49,0.05,-1,-1,0.0,0.005749,0.01,0.008293
4,46,449,871,50,0.05,-1,-1,0.0,0.005238,0.01,0.009493
4,47,530,981,51,0.05,-1,-1,0.0,0.005824,0.01,0.010456
4,48,608,1179,52,0.05,-1,-1,0.0,0.00653,0.02,0.012586
4,49,611,1087,53,0.05,-1,-1,0.01,0.006445,0.01,0.011438
4,50,561,1036,54,0.05,-1,-1,0.01,0.007316,0.01,0.01165
4,51,739,1404,55,0.05,-1,-1,0.0,0.008234,0.02,0.014666
4,52,500,937,56,0.05,-1,-1,0.01,0.006129,0.01,0.010107
4,53,452,836,57,0.05,-1,-1,0.01,0.006157,0.01,0.009387
4,54,677,1180,58,0.05,-1,-1,0.01,0.007529,0.01,0.01195
4,55,678,1257,59,0.05,-1,-1,0.0,0.007131,0.02,0.01335
4,56,726,1375,60,0.05,-1,-1,0.01,0.007712,0.01,0.014223
4,57,672,1290,61,0.05,-1,-1,0.01,0.007399,0.01,0.013275
4,58,472,894,62,0.05,-1,-1,0.01,0.006012,0.01,0.010163
4,59,502,914,63,0.05,-1,-1,0.01,0.006384,0.01,0.009708
4,60,501,972,64,0.05,-1,-1,0.0,0.006609,0.02,0.010144
4,61,717,1306,65,0.05,-1,-1,0.01,0.007752,0.02,0.013101
4,62,744,1393,66,0.05,-1,-1,0.0,0.007693,0.02,0.014159
4,63,687,1280,67,0.05,-1,-1,0.01,0.007318,0.01,0.012952
4,64,823,1515,68,0.05,-1,-1,0.01,0.008952,0.01,0.015348
4,65,656,1240,69,0.05,-1,-1,0.01,0.00749,0.01,0.012886
4,66,900,1679,70,0.05,-1,-1,0.01,0.0095,0.02,0.016741
4,67,565,1114,71,0.05,-1,-1,0.01,0.007205,0.01,0.011131
4,68,793,1499,72,0.05,-1,-1,0.01,0.008605,0.01,0.015158
4,69,835,1578,73,0.05,-1,-1,0.0,0.008565,0.02,0.015806
4,70,706,1383,74,0.05,-1,-1,0.0,0.008366,0.02,0.014095
4,71,833,1507,75,0.05,-1,-1,0.01,0.009001,0.02,0.015563
4,72,997,1840,76,0.05,-1,-1,0.01,0.010915,0.01,0.018605
4,73,871,1625,77,0.05,-1,-1,0.01,0.009226,0.02,0.01627
4,74,767,1433,78,0.05,-1,-1,0.01,0.007927,0.02,0.014855
4,75,756,1430,79,0.05,-1,-1,0.01,0.008953,0.01,0.014916
4,76,1055,2003,80,0.05,-1,-1,0.01,0.010764,0.02,0.020143
4,77,848,1596,81,0.05,-1,-1,0.01,0.008994,0.02,0.016336
4,78,1025,1816,82,0.05,-1,-1,0.01,0.011283,0.02,0.018276
4,79,837,1540,83,0.05,-1,-1,0.01,0.008657,0.02,0.015463
4,80,885,1678,84,0.05,-1,-1,0.01,0.009116,0.02,0.016671
4,81,822,1523,85,0.05,-1,-1,0.0,0.009368,0.02,0.015556
4,82,987,1821,86,0.05,-1,-1,0.01,0.010791,0.02,0.018445
4,83,897,1632,87,0.05,-1,-1,0.01,0.009738,0.01,0.01651
4,84,871,1580,88,0.05,-1,-1,0.01,0.009992,0.02,0.016307
4,85,1074,2032,89,0.05,-1,-1,0.01,0.011592,0.02,0.020412
4,86,876,1620,90,0.05,-1,-1,0.01,0.009508,0.02,0.016629
4,87,855,1653,91,0.05,-1,-1,0.01,0.009683,0.02,0.016503
4,88,967,1826,92,0.05,-1,-1,0.01,0.010408,0.02,0.018733
4,89,805,1488,93,0.05,-1,-1,0.01,0.009002,0.01,0.014973
4,90,878,1702,94,0.05,-1,-1,0.01,0.008997,0.02,0.017786
4,91,838,1594,95,0.05,-1,-1,0.01,0.009127,0.02,0.016348
4,92,907,1760,96,0.05,-1,-1,0.01,0.010494,0.01,0.018056
4,93,1080,1992,97,0.05,-1,-1,0.01,0.011007,0.02,0.020214
4,94,1319,2451,98,0.05,-1,-1,0.02,0.012769,0.02,0.024648
4,95,1191,2193,99,0.05,-1,-1,0.01,0.012171,0.02,0.022057
4,96,957,1763,100,0.05,-1,-1,0.01,0.010464,0.02,0.018358
4,97,997,1856,101,0.05,-1,-1,0.01,0.011055,0.02,0.018888
4,98,1018,1879,102,0.05,-1,-1,0.02,0.011187,0.02,0.019536
4,99,1119,2058,103,0.05,-1,-1,0.01,0.011896,0.02,0.021142
5,1,4,7,6,0.05,0.0,0.00013,0.0,0.001538,0.0,0.000729
5,2,14,26,7,0.05,0.0,0.000196,0.0,0.001427,0.0,0.00112
5,3,33,77,8,0.05,0.0,0.000602,0.0,0.002071,0.0,0.002062
5,4,32,70,9,0.05,0.0,0.000967,0.0,0.002057,0.01,0.001775
5,5,85,164,10,0.05,0.01,0.004126,0.0,0.002551,0.0,0.002472
5,6,82,155,11,0.05,0.0,0.007725,0.0,0.002636,0.01,0.002874
5,7,93,197,12,0.05,0.01,0.018605,0.0,0.002543,0.01,0.003026
5,8,90,178,13,0.05,0.04,0.03312,0.0,0.002412,0.0,0.002358
5,9,72,156,14,0.05,0.05,0.058106,0.01,0.002542,0.01,0.001945
5,10,38,104,15,0.05,0.08,0.079064,0.01,0.001954,0.0,0.00168
5,11,68,142,16,0.05,0.21,0.212405,0.0,0.002055,0.01,0.002528
5,12,104,226,17,0.05,0.67,0.668246,0.0,0.002643,0.0,0.003275
5,13,106,220,18,0.05,-1,-1,0.0,0.003368,0.01,0.003386
5,14,137,286,19,0.05,-1,-1,0.01,0.002921,0.0,0.004257
5,15,174,389,20,0.05,-1,-1,0.0,0.003289,0.0,0.005063
5,16,154,299,21,0.05,-1,-1,0.0,0.003573,0.01,0.00407
5,17,105,237,22,0.05,-1,-1,0.01,0.003079,0.0,0.003583
5,18,191,394,23,0.05,-1,-1,0.0,0.00355,0.0,0.00488
5,19,181,399,24,0.05,-1,-1,0.0,0.003296,0.0,0.004682
5,20,165,347,25,0.05,-1,-1,0.0,0.004186,0.01,0.004254
5,21,320,710,26,0.05,-1,-1,0.0,0.005435,0.01,0.007928
5,22,210,483,27,0.05,-1,-1,0.0,0.004562,0.01,0.005812
5,23,227,474,28,0.05,-1,-1,0.0,0.004577,0.01,0.005597
5,24,211,442,29,0.05,-1,-1,0.0,0.003494,0.01,0.005288
5,25,244,537,30,0.05,-1,-1,0.01,0.005033,0.0,0.006515
5,26,191,430,31,0.05,-1,-1,0.0,0.003442,0.01,0.004961
5,27,197,402,32,0.05,-1,-1,0.0,0.004493,0.01,0.00501
5,28,228,514,33,0.05,-1,-1,0.0,0.004514,0.01,0.005538
5,29,269,561,34,0.05,-1,-1,0.0,0.005395,0.01,0.005926
5,30,237,494,35,0.05,-1,-1,0.01,0.004577,0.01,0.006137
5,31,278,598,36,0.05,-1,-1,0.0,0.005839,0.01,0.006831
5,32,251,544,37,0.05,-1,-1,0.0,0.004429,0.01,0.00619
5,33,316,677,38,0.05,-1,-1,0.0,0.005646,0.01,0.00747
5,34,348,748,39,0.05,-1,-1,0.0,0.004598,0.01,0.008445
5,35,281,591,40,0.05,-1,-1,0.01,0.005817,0.01,0.006981
5,36,309,674,41,0.05,-1,-1,0.01,0.005074,0.01,0.007324
5,37,293,644,42,0.05,-1,-1,0.01,0.006469,0.01,0.007957
5,38,313,720,43,0.05,-1,-1,0.0,0.006558,0.01,0.008064
5,39,355,774,44,0.05,-1,-1,0.01,0.007114,0.01,0.008048
5,40,352,731,45,0.05,-1,-1,0.0,0.006423,0.01,0.008262
5,41,329,734,46,0.05,-1,-1,0.01,0.005685,0.01,0.008057
5,42,407,837,47,0.05,-1,-1,0.0,0.007427,0.01,0.008905
5,43,390,839,48,0.05,-1,-1,0.0,0.007692,0.01,0.009037
5,44,397,843,49,0.05,-1,-1,0.0,0.007452,0.01,0.008866
5,45,412,897,50,0.05,-1,-1,0.0,0.007069,0.01,0.009234
5,46,478,1075,51,0.05,-1,-1,0.01,0.007883,0.01,0.011365
5,47,413,859,52,0.05,-1,-1,0.01,0.006291,0.0,0.00901
5,48,485,1045,53,0.05,-1,-1,0.01,0.00922,0.01,0.011246
5,49,438,869,54,0.05,-1,-1,0.01,0.007869,0.01,0.009347
5,50,365,857,55,0.05,-1,-1,0.01,0.007183,0.0,0.009102
5,51,403,859,56,0.05,-1,-1,0.01,0.006745,0.0,0.009498
5,52,436,950,57,0.05,-1,-1,0.0,0.008123,0.01,0.010286
5,53,469,1014,58,0.05,-1,-1,0.01,0.008235,0.01,0.011122
5,54,494,1044,59,0.05,-1,-1,0.01,0.008617,0.01,0.011426
5,55,518,1135,60,0.05,-1,-1,0.01,0.00911,0.01,0.011776
5,56,455,969,61,0.05,-1,-1,0.0,0.007778,0.01,0.010396
5,57,540,1160,62,0.05,-1,-1,0.01,0.009265,0.02,0.012001
5,58,587,1214,63,0.05,-1,-1,0.01,0.011017,0.01,0.012594
5,59,373,856,64,0.05,-1,-1,0.01,0.008424,0.01,0.01008
5,60,571,1225,65,0.05,-1,-1,0.01,0.010945,0.01,0.013233
5,61,698,1461,66,0.05,-1,-1,0.01,0.011317,0.02,0.015113
5,62,607,1246,67,0.05,-1,-1,0.01,0.009654,0.02,0.013216
5,63,631,1377,68,0.05,-1,-1,0.02,0.009978,0.02,0.014439
5,64,623,1360,69,0.05,-1,-1,0.0,0.009535,0.02,0.013872
5,65,401,879,70,0.05,-1,-1,0.01,0.007485,0.01,0.009275
5,66,671,1426,71,0.05,-1,-1,0.01,0.011475,0.02,0.014876
5,67,556,1241,72,0.05,-1,-1,0.01,0.009552,0.01,0.012833
5,68,645,1363,73,0.05,-1,-1,0.01,0.011414,0.02,0.013774
5,69,598,1342,74,0.05,-1,-1,0.01,0.010342,0.01,0.01354
5,70,670,1490,75,0.05,-1,-1,0.02,0.012528,0.01,0.015911
5,71,621,1352,76,0.05,-1,-1,0.01,0.011441,0.02,0.013928
5,72,652,1461,77,0.05,-1,-1,0.01,0.012111,0.02,0.014884
5,73,527,1127,78,0.05,-1,-1,0.01,0.009277,0.01,0.012207
5,74,859,1855,79,0.05,-1,-1,0.01,0.013241,0.02,0.01877
5,75,666,1504,80,0.05,-1,-1,0.01,0.012127,0.02,0.0156
5,76,718,1511,81,0.05,-1,-1,0.01,0.012842,0.02,0.01593
5,77,767,1643,82,0.05,-1,-1,0.01,0.013661,0.02,0.016775
5,78,791,1715,83,0.05,-1,-1,0.01,0.013201,0.02,0.018237
5,79,807,1717,84,0.05,-1,-1,0.02,0.01336,0.01,0.017252
5,80,703,1527,85,0.05,-1,-1,0.02,0.012617,0.01,0.015776
5,81,516,1204,86,0.05,-1,-1,0.01,0.009289,0.01,0.012442
5,82,633,1357,87,0.05,-1,-1,0.01,0.011585,0.01,0.014087
5,83,713,1557,88,0.05,-1,-1,0.01,0.012446,0.02,0.016007
5,84,822,1755,89,0.05,-1,-1,0.02,0.014318,0.01,0.017972
5,85,845,1821,90,0.05,-1,-1,0.01,0.015192,0.02,0.019175
5,86,819,1735,91,0.05,-1,-1,0.01,0.01422,0.01,0.017753
5,87,759,1659,92,0.05,-1,-1,0.02,0.013411,0.02,0.017205
5,88,743,1614,93,0.05,-1,-1,0.01,0.01413,0.02,0.016081
5,89,752,1696,94,0.05,-1,-1,0.01,0.013673,0.02,0.017479
5,90,810,1733,95,0.05,-1,-1,0.01,0.014899,0.02,0.017383
5,91,857,1903,96,0.05,-1,-1,0.02,0.015037,0.02,0.019747
5,92,891,1910,97,0.05,-1,-1,0.01,0.015612,0.02,0.019833
5,93,1035,2237,98,0.05,-1,-1,0.02,0.015699,0.02,0.022288
5,94,896,1981,99,0.05,-1,-1,0.01,0.015067,0.02,0.020428
5,95,957,1975,100,0.05,-1,-1,0.01,0.016699,0.02,0.020011
5,96,796,1764,101,0.05,-1,-1,0.02,0.013929,0.02,0.018384
5,97,1026,2205,102,0.05,-1,-1,0.01,0.017716,0.03,0.022904
5,98,916,1964,103,0.05,-1,-1,0.01,0.015045,0.02,0.019598
5,99,861,1804,104,0.05,-1,-1,0.02,0.014997,0.02,0.018915
6,1,1,1,7,0.05,0.0,0.000107,0.0,0.001452,0.0,0.000732
6,2,6,11,8,0.05,0.0,0.00015,0.0,0.001565,0.0,0.000951
6,3,11,24,9,0.05,0.0,0.000285,0.0,0.001442,0.0,0.001065
6,4,53,107,10,0.05,0.01,0.001466,0.0,0.001929,0.0,0.001887
6,5,42,81,11,0.05,0.0,0.002067,0.0,0.002019,0.0,0.002047
6,6,69,168,12,0.05,0.01,0.008075,0.0,0.002504,0.0,0.002592
6,7,90,207,13,0.05,0.02,0.019456,0.0,0.002721,0.0,0.003313
6,8,56,132,14,0.05,0.02,0.024802,0.0,0.002082,0.01,0.002732
6,9,98,227,15,0.05,0.09,0.084806,0.01,0.002523,0.0,0.003633
6,10,130,359,16,0.05,0.26,0.264129,0.01,0.002836,0.0,0.004401
6,11,96,246,17,0.05,0.36,0.365241,0.01,0.002678,0.0,0.003673
6,12,99,236,18,0.05,0.7,0.695673,0.01,0.002743,0.0,0.003486
6,13,57,139,19,0.05,0.85,0.848192,0.01,0.002706,0.0,0.002723
6,14,67,170,20,0.05,-1,-1,0.0,0.003051,0.01,0.003242
6,15,142,384,21,0.05,-1,-1,0.01,0.003663,0.0,0.005047
6,16,197,515,22,0.05,-1,-1,0.0,0.004288,0.01,0.005671
6,17,154,384,23,0.05,-1,-1,0.0,0.003644,0.01,0.004914
6,18,155,368,24,0.05,-1,-1,0.01,0.003679,0.0,0.004494
6,19,188,449,25,0.05,-1,-1,0.0,0.003886,0.01,0.005436
6,20,116,291,26,0.05,-1,-1,0.01,0.004004,0.0,0.004391
6,21,219,503,27,0.05,-1,-1,0.0,0.004732,0.01,0.005896
6,22,131,345,28,0.05,-1,-1,0.0,0.004182,0.01,0.004602
6,23,105,286,29,0.05,-1,-1,0.01,0.003634,0.0,0.003407
6,24,199,466,30,0.05,-1,-1,0.0,0.005642,0.01,0.005392
6,25,167,447,31,0.05,-1,-1,0.01,0.006072,0.01,0.005697
6,26,184,456,32,0.05,-1,-1,0.01,0.005337,0.0,0.005599
6,27,166,409,33,0.05,-1,-1,0.0,0.0038,0.01,0.005335
6,28,237,571,34,0.05,-1,-1,0.01,0.006945,0.0,0.006313
6,29,254,687,35,0.05,-1,-1,0.0,0.006256,0.01,0.007375
6,30,232,583,36,0.05,-1,-1,0.01,0.005798,0.0,0.006306
6,31,318,770,37,0.05,-1,-1,0.01,0.008649,0.01,0.00852
6,32,252,689,38,0.05,-1,-1,0.01,0.009064,0.01,0.007937
6,33,231,571,39,0.05,-1,-1,0.01,0.006912,0.01,0.006287
6,34,236,604,40,0.05,-1,-1,0.01,0.006819,0.01,0.007413
6,35,268,645,41,0.05,-1,-1,0.01,0.006529,0.0,0.006971
6,36,310,719,42,0.05,-1,-1,0.0,0.006797,0.01,0.008412
6,37,268,662,43,0.05,-1,-1,0.01,0.00718,0.01,0.007565
6,38,291,728,44,0.05,-1,-1,0.0,0.007976,0.01,0.007984
6,39,269,623,45,0.05,-1,-1,0.0,0.006484,0.01,0.006773
6,40,514,1257,46,0.05,-1,-1,0.01,0.011639,0.02,0.012712
6,41,275,651,47,0.05,-1,-1,0.0,0.007349,0.01,0.007203
6,42,329,777,48,0.05,-1,-1,0.01,0.008364,0.0,0.008642
6,43,291,704,49,0.05,-1,-1,0.01,0.007747,0.01,0.007375
6,44,366,900,50,0.05,-1,-1,0.01,0.010272,0.01,0.009868
6,45,375,937,51,0.05,-1,-1,0.01,0.009172,0.01,0.009677
6,46,495,1198,52,0.05,-1,-1,0.01,0.013973,0.01,0.012462
6,47,318,835,53,0.05,-1,-1,0.01,0.008933,0.01,0.008672
6,48,428,1028,54,0.05,-1,-1,0.02,0.014888,0.01,0.011655
6,49,272,753,55,0.05,-1,-1,0.01,0.011049,0.01,0.008837
6,50,435,1078,56,0.05,-1,-1,0.01,0.01193,0.02,0.011981
6,51,414,1029,57,0.05,-1,-1,0.01,0.012259,0.01,0.011182
6,52,387,969,58,0.05,-1,-1,0.01,0.011675,0.01,0.010512
6,53,388,955,59,0.05,-1,-1,0.01,0.009203,0.01,0.010181
6,54,467,1150,60,0.05,-1,-1,0.01,0.014349,0.01,0.011962
6,55,438,1039,61,0.05,-1,-1,0.01,0.012528,0.01,0.010934
6,56,496,1218,62,0.05,-1,-1,0.01,0.011769,0.02,0.013952
6,57,536,1302,63,0.05,-1,-1,0.02,0.015368,0.01,0.013656
6,58,530,1356,64,0.05,-1,-1,0.01,0.013742,0.02,0.014096
6,59,429,1042,65,0.05,-1,-1,0.01,0.011803,0.01,0.010812
6,60,465,1168,66,0.05,-1,-1,0.01,0.014086,0.02,0.012291
